"cpd","compoundclass","ko","referenceAG","compoundname","genesymbol","genename","enzyme_activity"
"C00014","Nitrogen-containing","K17468","ATSDR","Ammonia","dgaE","D-glucosaminate-6-phosphate ammonia-lyase","ammonia-lyase"
"C00961","Aromatic","K17649","IARC2B","Sterigmatocystin","OMTB","demethylsterigmatocystin 6-O-methyltransferase","methyltransferase"
"C00961","Aromatic","K17650","IARC2B","Sterigmatocystin","OMTA","sterigmatocystin 8-O-methyltransferase","methyltransferase"
"C06800","Aromatic","K17651","IARC1","Aflatoxin B1","ORDA","aflatoxin B synthase","synthase"
"C16753","Aromatic","K17651","IARC1","Aflatoxin B2","ORDA","aflatoxin B synthase","synthase"
"C00829","Polyaromatic","K17683","CONAMA","Naphthalene","CYP2A6","cytochrome P450 family 2 subfamily A6","cytochrome P450"
"C00829","Polyaromatic","K17683","EPC","Naphthalene","CYP2A6","cytochrome P450 family 2 subfamily A6","cytochrome P450"
"C00829","Polyaromatic","K17683","WFD","Naphthalene","CYP2A6","cytochrome P450 family 2 subfamily A6","cytochrome P450"
"C00829","Polyaromatic","K17683","ATSDR","Naphthalene","CYP2A6","cytochrome P450 family 2 subfamily A6","cytochrome P450"
"C00829","Polyaromatic","K17683","EPA","Naphthalene","CYP2A6","cytochrome P450 family 2 subfamily A6","cytochrome P450"
"C00829","Polyaromatic","K17683","IARC2B","Naphthalene","CYP2A6","cytochrome P450 family 2 subfamily A6","cytochrome P450"
"C06800","Aromatic","K17683","IARC1","Aflatoxin B1","CYP2A6","cytochrome P450 family 2 subfamily A6","cytochrome P450"
"C16453","Nitrogen-containing","K17683","IARC1","4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","CYP2A6","cytochrome P450 family 2 subfamily A6","cytochrome P450"
"C16453","Aliphatic","K17683","IARC1","4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","CYP2A6","cytochrome P450 family 2 subfamily A6","cytochrome P450"
"C19586","Aromatic","K17683","IARC1","Aflatoxin B1-exo-8,9-epoxide","CYP2A6","cytochrome P450 family 2 subfamily A6","cytochrome P450"
"C00067","Aliphatic","K17685","ATSDR","Formaldehyde","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C00067","Aliphatic","K17685","PSL","Formaldehyde","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C00067","Aliphatic","K17685","IARC1","Formaldehyde","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C00829","Polyaromatic","K17685","EPC","Naphthalene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C00829","Polyaromatic","K17685","WFD","Naphthalene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C00829","Polyaromatic","K17685","ATSDR","Naphthalene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C00829","Polyaromatic","K17685","EPA","Naphthalene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C00829","Polyaromatic","K17685","CONAMA","Naphthalene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C00829","Polyaromatic","K17685","IARC2B","Naphthalene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06604","Organophosphorus","K17685","IARC2B","Parathion","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06604","Organophosphorus","K17685","ATSDR","Parathion","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06604","Nitrogen-containing","K17685","IARC2B","Parathion","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06604","Nitrogen-containing","K17685","ATSDR","Parathion","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06604","Aromatic","K17685","IARC2B","Parathion","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06604","Aromatic","K17685","ATSDR","Parathion","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06790","Chlorinated","K17685","PSL","Trichloroethene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06790","Chlorinated","K17685","EPC","Trichloroethene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06790","Chlorinated","K17685","ATSDR","Trichloroethene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06790","Chlorinated","K17685","IARC1","Trichloroethene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06790","Chlorinated","K17685","EPA","Trichloroethene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06790","Chlorinated","K17685","CONAMA","Trichloroethene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06790","Aliphatic","K17685","PSL","Trichloroethene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06790","Aliphatic","K17685","EPC","Trichloroethene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06790","Aliphatic","K17685","ATSDR","Trichloroethene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06790","Aliphatic","K17685","IARC1","Trichloroethene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06790","Aliphatic","K17685","EPA","Trichloroethene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06790","Aliphatic","K17685","CONAMA","Trichloroethene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C06800","Aromatic","K17685","IARC1","Aflatoxin B1","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C07108","Polyaromatic","K17685","IARC1","Tamoxifen","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C07108","Nitrogen-containing","K17685","IARC1","Tamoxifen","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C07535","Polyaromatic","K17685","EPC","Benzo[a]pyrene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C07535","Polyaromatic","K17685","EPA","Benzo[a]pyrene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C07535","Polyaromatic","K17685","ATSDR","Benzo[a]pyrene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C07535","Polyaromatic","K17685","IARC1","Benzo[a]pyrene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C07535","Polyaromatic","K17685","WFD","Benzo[a]pyrene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C07535","Polyaromatic","K17685","PSL","Benzo[a]pyrene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C07535","Polyaromatic","K17685","CONAMA","Benzo[a]pyrene","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C14866","Chlorinated","K17685","IARC2A","Chloral","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C14866","Aliphatic","K17685","IARC2A","Chloral","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C16453","Nitrogen-containing","K17685","IARC1","4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C16453","Aliphatic","K17685","IARC1","4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C16756","Aromatic","K17685","IARC2B","Aflatoxin M1","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C16756","Aromatic","K17685","IARC1","Aflatoxin M1","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C19585","Aromatic","K17685","IARC1","Aflatoxin Q1","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C19586","Aromatic","K17685","IARC1","Aflatoxin B1-exo-8,9-epoxide","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C19594","Aromatic","K17685","IARC1","Aflatoxin-M1-8,9-epoxide","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C19595","Aromatic","K17685","IARC1","Aflatoxin B1-endo-8,9-epoxide","CYP2A13","cytochrome P450 family 2 subfamily A13","cytochrome P450"
"C00067","Aliphatic","K17687","ATSDR","Formaldehyde","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C00067","Aliphatic","K17687","PSL","Formaldehyde","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C00067","Aliphatic","K17687","IARC1","Formaldehyde","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C00829","Polyaromatic","K17687","CONAMA","Naphthalene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C00829","Polyaromatic","K17687","WFD","Naphthalene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C00829","Polyaromatic","K17687","ATSDR","Naphthalene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C00829","Polyaromatic","K17687","EPC","Naphthalene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C00829","Polyaromatic","K17687","EPA","Naphthalene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C00829","Polyaromatic","K17687","IARC2B","Naphthalene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06604","Organophosphorus","K17687","IARC2B","Parathion","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06604","Organophosphorus","K17687","ATSDR","Parathion","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06604","Nitrogen-containing","K17687","IARC2B","Parathion","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06604","Nitrogen-containing","K17687","ATSDR","Parathion","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06604","Aromatic","K17687","IARC2B","Parathion","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06604","Aromatic","K17687","ATSDR","Parathion","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06790","Chlorinated","K17687","PSL","Trichloroethene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06790","Chlorinated","K17687","EPC","Trichloroethene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06790","Chlorinated","K17687","ATSDR","Trichloroethene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06790","Chlorinated","K17687","IARC1","Trichloroethene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06790","Chlorinated","K17687","EPA","Trichloroethene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06790","Chlorinated","K17687","CONAMA","Trichloroethene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06790","Aliphatic","K17687","PSL","Trichloroethene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06790","Aliphatic","K17687","EPC","Trichloroethene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06790","Aliphatic","K17687","ATSDR","Trichloroethene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06790","Aliphatic","K17687","IARC1","Trichloroethene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06790","Aliphatic","K17687","EPA","Trichloroethene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06790","Aliphatic","K17687","CONAMA","Trichloroethene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C06800","Aromatic","K17687","IARC1","Aflatoxin B1","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C07108","Polyaromatic","K17687","IARC1","Tamoxifen","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C07108","Nitrogen-containing","K17687","IARC1","Tamoxifen","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C07535","Polyaromatic","K17687","IARC1","Benzo[a]pyrene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C07535","Polyaromatic","K17687","EPC","Benzo[a]pyrene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C07535","Polyaromatic","K17687","ATSDR","Benzo[a]pyrene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C07535","Polyaromatic","K17687","EPA","Benzo[a]pyrene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C07535","Polyaromatic","K17687","CONAMA","Benzo[a]pyrene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C07535","Polyaromatic","K17687","WFD","Benzo[a]pyrene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C07535","Polyaromatic","K17687","PSL","Benzo[a]pyrene","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C14866","Chlorinated","K17687","IARC2A","Chloral","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C14866","Aliphatic","K17687","IARC2A","Chloral","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C16453","Nitrogen-containing","K17687","IARC1","4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C16453","Aliphatic","K17687","IARC1","4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C16756","Aromatic","K17687","IARC1","Aflatoxin M1","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C16756","Aromatic","K17687","IARC2B","Aflatoxin M1","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C19585","Aromatic","K17687","IARC1","Aflatoxin Q1","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C19586","Aromatic","K17687","IARC1","Aflatoxin B1-exo-8,9-epoxide","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C19594","Aromatic","K17687","IARC1","Aflatoxin-M1-8,9-epoxide","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C19595","Aromatic","K17687","IARC1","Aflatoxin B1-endo-8,9-epoxide","CYP4A11","cytochrome P450 family 4 subfamily A11","cytochrome P450"
"C00067","Aliphatic","K17689","ATSDR","Formaldehyde","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C00067","Aliphatic","K17689","PSL","Formaldehyde","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C00067","Aliphatic","K17689","IARC1","Formaldehyde","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C00829","Polyaromatic","K17689","EPC","Naphthalene","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C00829","Polyaromatic","K17689","WFD","Naphthalene","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C00829","Polyaromatic","K17689","ATSDR","Naphthalene","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C00829","Polyaromatic","K17689","IARC2B","Naphthalene","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C00829","Polyaromatic","K17689","EPA","Naphthalene","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C00829","Polyaromatic","K17689","CONAMA","Naphthalene","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C06800","Aromatic","K17689","IARC1","Aflatoxin B1","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C07108","Polyaromatic","K17689","IARC1","Tamoxifen","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C07108","Nitrogen-containing","K17689","IARC1","Tamoxifen","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C07535","Polyaromatic","K17689","EPC","Benzo[a]pyrene","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C07535","Polyaromatic","K17689","EPA","Benzo[a]pyrene","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C07535","Polyaromatic","K17689","IARC1","Benzo[a]pyrene","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C07535","Polyaromatic","K17689","ATSDR","Benzo[a]pyrene","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C07535","Polyaromatic","K17689","CONAMA","Benzo[a]pyrene","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C07535","Polyaromatic","K17689","WFD","Benzo[a]pyrene","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C07535","Polyaromatic","K17689","PSL","Benzo[a]pyrene","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C07888","Chlorinated","K17689","IARC1","Cyclophosphamide","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C07888","Nitrogen-containing","K17689","IARC1","Cyclophosphamide","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C07888","Organophosphorus","K17689","IARC1","Cyclophosphamide","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C16453","Nitrogen-containing","K17689","IARC1","4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C16453","Aliphatic","K17689","IARC1","4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C19585","Aromatic","K17689","IARC1","Aflatoxin Q1","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C19586","Aromatic","K17689","IARC1","Aflatoxin B1-exo-8,9-epoxide","CYP3A4","cytochrome P450 family 3 subfamily A4","cytochrome P450"
"C00067","Aliphatic","K17690","PSL","Formaldehyde","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
"C00067","Aliphatic","K17690","IARC1","Formaldehyde","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
"C00067","Aliphatic","K17690","ATSDR","Formaldehyde","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
"C00829","Polyaromatic","K17690","WFD","Naphthalene","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
"C00829","Polyaromatic","K17690","ATSDR","Naphthalene","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
"C00829","Polyaromatic","K17690","EPC","Naphthalene","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
"C00829","Polyaromatic","K17690","EPA","Naphthalene","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
"C00829","Polyaromatic","K17690","CONAMA","Naphthalene","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
"C00829","Polyaromatic","K17690","IARC2B","Naphthalene","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
"C06604","Organophosphorus","K17690","IARC2B","Parathion","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
"C06604","Organophosphorus","K17690","ATSDR","Parathion","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
"C06604","Nitrogen-containing","K17690","IARC2B","Parathion","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
"C06604","Nitrogen-containing","K17690","ATSDR","Parathion","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
"C06604","Aromatic","K17690","IARC2B","Parathion","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
"C06604","Aromatic","K17690","ATSDR","Parathion","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
"C06790","Chlorinated","K17690","EPC","Trichloroethene","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
"C06790","Chlorinated","K17690","ATSDR","Trichloroethene","CYP3A5","cytochrome P450 family 3 subfamily A5","cytochrome P450"
