"cpd";"compoundclass";"ko";"ec";"reaction";"referenceAG";"compoundname";"genesymbol";"genename";"enzyme_activity"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R02815";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R02908";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R02922";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R02923";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R02938";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R02953";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R02974";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03030";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03046";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03093";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03096";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03139";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03148";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03180";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03188";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03349";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03358";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03459";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03528";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03540";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03542";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03593";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03613";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03696";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03800";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03804";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03887";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03909";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R03983";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04011";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04012";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04025";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04027";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04058";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04125";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04140";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04189";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04200";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04201";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04239";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04283";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04300";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04341";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04349";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04350";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04397";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04641";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04666";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04674";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04687";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04688";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04731";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04770";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04857";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04890";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04893";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04907";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04908";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04930";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04941";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R04975";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05030";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05077";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05079";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05156";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05169";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05170";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05172";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05185";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05186";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05279";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05280";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05334";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05358";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05546";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05551";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05552";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05554";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05563";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05569";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05574";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05585";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05590";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05591";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05712";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05758";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05780";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05782";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05783";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R05861";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R06124";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R06131";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R06132";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R06134";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R06138";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R06154";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R06740";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R06852";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R06967";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R06968";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R06969";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R06970";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R06971";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07164";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07165";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07166";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07167";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07226";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07307";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07316";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07400";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07415";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07598";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07634";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07641";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07700";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07782";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07793";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07855";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R07984";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08170";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08221";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08228";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08305";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08308";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08348";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08365";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08514";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08569";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08583";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08637";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08654";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08660";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08667";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08686";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08698";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08846";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R08920";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09253";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09285";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09287";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09366";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09377";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09493";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09519";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09537";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09566";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09647";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09648";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09649";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09650";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09660";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09661";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09680";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09683";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09799";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09809";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09830";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09876";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09948";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09950";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09978";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09983";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09993";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R09998";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R10002";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R10012";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R10014";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R10054";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R10079";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R10086";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
"C00014";"Nitrogen-containing";"K10671";"1.21.4.2";"R10088";"ATSDR";"Ammonia";"grdE";"glycine reductase complex component B subunit alpha and beta";"reductase"
