"cpd";"compoundclass";"ko";"ec";"reaction";"referenceAG";"compoundname";"genesymbol";"genename";"enzyme_activity"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R02605";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R02612";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R02613";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R02618";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R02621";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R02622";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R02711";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R02712";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R02755";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R02815";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R02908";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R02922";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R02923";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R02938";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R02953";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R02974";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03030";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03046";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03093";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03096";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03139";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03148";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03180";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03188";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03349";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03358";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03459";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03528";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03540";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03542";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03593";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03613";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03696";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03800";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03804";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03887";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03909";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R03983";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04011";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04012";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04025";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04027";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04058";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04125";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04140";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04189";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04200";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04201";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04239";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04283";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04300";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04341";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04349";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04350";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04397";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04641";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04666";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04674";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04687";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04688";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04731";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04770";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04857";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04890";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04893";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04907";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04908";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04930";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04941";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R04975";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05030";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05077";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05079";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05156";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05169";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05170";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05172";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05185";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05186";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05279";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05280";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05334";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05358";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05546";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05551";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05552";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05554";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05563";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05569";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05574";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05585";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05590";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05591";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05712";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05758";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05780";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05782";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05783";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R05861";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R06124";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R06131";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R06132";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R06134";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R06138";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R06154";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R06740";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R06852";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R06967";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R06968";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R06969";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R06970";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R06971";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07164";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07165";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07166";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07167";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07226";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07307";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07316";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07400";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07415";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07598";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07634";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07641";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07700";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07782";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07793";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07855";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R07984";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08170";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08221";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08228";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08305";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08308";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08348";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08365";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08514";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08569";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08583";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08637";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08654";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08660";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08667";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08686";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08698";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08846";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R08920";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09253";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09285";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09287";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09366";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09377";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09493";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09519";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09537";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09566";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09647";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09648";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09649";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09650";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09660";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09661";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09680";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09683";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09799";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09809";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09830";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09876";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09948";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09950";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09978";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09983";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09993";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R09998";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R10002";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R10012";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R10014";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R10054";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R10079";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R10086";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R10088";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R10223";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R10231";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R10232";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R10245";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R10270";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R10277";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
"C00014";"Nitrogen-containing";"K05620";"2.3.2.13";"R10312";"ATSDR";"Ammonia";"TGM3";"transglutaminase 3";"transglutaminase"
