"cpd","compoundclass","ko","ec","reaction","referenceAG","compoundname","genesymbol","genename","enzyme_activity"
"C00014","Nitrogen-containing","K01664","2.6.1.85",NA,"PSL","Ammonia","pabA","para-aminobenzoate synthetase component II","synthetase"
"C00014","Nitrogen-containing","K01665","2.6.1.85",NA,"ATSDR","Ammonia","pabB","para-aminobenzoate synthetase component I","synthetase"
"C00014","Nitrogen-containing","K01665","2.6.1.85",NA,"PSL","Ammonia","pabB","para-aminobenzoate synthetase component I","synthetase"
"C00084","Aliphatic","K01666","4.1.3.39",NA,"IARC1","Acetaldehyde","mhpE","4-hydroxy 2-oxovalerate aldolase","aldolase"
"C00084","Aliphatic","K01666",NA,"R00750","PSL","Acetaldehyde","mhpE","4-hydroxy 2-oxovalerate aldolase","aldolase"
"C00084","Aliphatic","K01666",NA,"R00750","IARC1","Acetaldehyde","mhpE","4-hydroxy 2-oxovalerate aldolase","aldolase"
"C00084","Aliphatic","K01666",NA,"R00750","IARC2B","Acetaldehyde","mhpE","4-hydroxy 2-oxovalerate aldolase","aldolase"
"C00084","Aliphatic","K01666","4.1.3.39",NA,"PSL","Acetaldehyde","mhpE","4-hydroxy 2-oxovalerate aldolase","aldolase"
"C00084","Aliphatic","K01666","4.1.3.39",NA,"IARC2B","Acetaldehyde","mhpE","4-hydroxy 2-oxovalerate aldolase","aldolase"
"C00014","Nitrogen-containing","K01667","4.1.99.1",NA,"ATSDR","Ammonia","tnaA","tryptophanase","tryptophanase"
"C00014","Nitrogen-containing","K01667",NA,"R00673","ATSDR","Ammonia","tnaA","tryptophanase","tryptophanase"
"C00014","Nitrogen-containing","K01667","4.1.99.1",NA,"PSL","Ammonia","tnaA","tryptophanase","tryptophanase"
"C00014","Nitrogen-containing","K01667",NA,"R00673","PSL","Ammonia","tnaA","tryptophanase","tryptophanase"
"C00014","Nitrogen-containing","K01668","4.1.99.2",NA,"ATSDR","Ammonia","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C00014","Nitrogen-containing","K01668",NA,"R00728","ATSDR","Ammonia","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C00014","Nitrogen-containing","K01668","4.1.99.2",NA,"PSL","Ammonia","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C00014","Nitrogen-containing","K01668",NA,"R00728","PSL","Ammonia","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C00146","Aromatic","K01668","4.1.99.2",NA,"CONAMA","Phenol","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C00146","Aromatic","K01668",NA,"R00728","EPA","Phenol","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C00146","Aromatic","K01668","4.1.99.2",NA,"ATSDR","Phenol","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C00146","Aromatic","K01668","4.1.99.2",NA,"EPA","Phenol","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C00146","Aromatic","K01668","4.1.99.2",NA,"PSL","Phenol","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C00146","Aromatic","K01668",NA,"R00728","ATSDR","Phenol","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C00146","Aromatic","K01668",NA,"R00728","PSL","Phenol","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C00146","Aromatic","K01668",NA,"R00728","CONAMA","Phenol","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C14219","Aromatic","K01668",NA,NA,"EPA","2-Chlorophenol","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C14219","Aromatic","K01668",NA,NA,"CONAMA","2-Chlorophenol","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C14219","Aromatic","K01668",NA,NA,"ATSDR","2-Chlorophenol","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C14219","Chlorinated","K01668",NA,NA,"EPA","2-Chlorophenol","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C14219","Chlorinated","K01668",NA,NA,"CONAMA","2-Chlorophenol","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C14219","Chlorinated","K01668",NA,NA,"ATSDR","2-Chlorophenol","E4.1.99.2","tyrosine phenol-lyase","lyase"
"C14098","Aromatic","K01670",NA,"R06903","ATSDR","2-Methylnaphthalene","nmsA","naphthyl-2-methylsuccinate synthase alpha subunit","synthase"
"C07041","Chlorinated","K01672",NA,NA,"IARC2B","Hydrochlorothiazide","CA","carbonic anhydrase","carbonic anhydrase"
"C07041","Sulfur-containing","K01672",NA,NA,"IARC2B","Hydrochlorothiazide","CA","carbonic anhydrase","carbonic anhydrase"
"C07041","Aromatic","K01672",NA,NA,"IARC2B","Hydrochlorothiazide","CA","carbonic anhydrase","carbonic anhydrase"
"C07041","Nitrogen-containing","K01672",NA,NA,"IARC2B","Hydrochlorothiazide","CA","carbonic anhydrase","carbonic anhydrase"
"C07460","Nitrogen-containing","K01672",NA,NA,"PSL","Chloraminophenamide","CA","carbonic anhydrase","carbonic anhydrase"
"C07460","Sulfur-containing","K01672",NA,NA,"PSL","Chloraminophenamide","CA","carbonic anhydrase","carbonic anhydrase"
"C07460","Aromatic","K01672",NA,NA,"PSL","Chloraminophenamide","CA","carbonic anhydrase","carbonic anhydrase"
"C07460","Chlorinated","K01672",NA,NA,"PSL","Chloraminophenamide","CA","carbonic anhydrase","carbonic anhydrase"
"C11172","Nitrogen-containing","K01672",NA,NA,"EPC","Simazine","CA","carbonic anhydrase","carbonic anhydrase"
"C11172","Nitrogen-containing","K01672",NA,NA,"WFD","Simazine","CA","carbonic anhydrase","carbonic anhydrase"
"C11172","Chlorinated","K01672",NA,NA,"EPC","Simazine","CA","carbonic anhydrase","carbonic anhydrase"
"C11172","Chlorinated","K01672",NA,NA,"WFD","Simazine","CA","carbonic anhydrase","carbonic anhydrase"
"C19262","Nitrogen-containing","K01672",NA,NA,"IARC2B","4-Methylimidazole","CA","carbonic anhydrase","carbonic anhydrase"
"C19262","Aliphatic","K01672",NA,NA,"IARC2B","4-Methylimidazole","CA","carbonic anhydrase","carbonic anhydrase"
"C07041","Chlorinated","K01673",NA,NA,"IARC2B","Hydrochlorothiazide","cynT","carbonic anhydrase","carbonic anhydrase"
"C07041","Sulfur-containing","K01673",NA,NA,"IARC2B","Hydrochlorothiazide","cynT","carbonic anhydrase","carbonic anhydrase"
"C07041","Aromatic","K01673",NA,NA,"IARC2B","Hydrochlorothiazide","cynT","carbonic anhydrase","carbonic anhydrase"
"C07041","Nitrogen-containing","K01673",NA,NA,"IARC2B","Hydrochlorothiazide","cynT","carbonic anhydrase","carbonic anhydrase"
"C07460","Nitrogen-containing","K01673",NA,NA,"PSL","Chloraminophenamide","cynT","carbonic anhydrase","carbonic anhydrase"
"C07460","Sulfur-containing","K01673",NA,NA,"PSL","Chloraminophenamide","cynT","carbonic anhydrase","carbonic anhydrase"
"C07460","Aromatic","K01673",NA,NA,"PSL","Chloraminophenamide","cynT","carbonic anhydrase","carbonic anhydrase"
"C07460","Chlorinated","K01673",NA,NA,"PSL","Chloraminophenamide","cynT","carbonic anhydrase","carbonic anhydrase"
"C11172","Nitrogen-containing","K01673",NA,NA,"WFD","Simazine","cynT","carbonic anhydrase","carbonic anhydrase"
"C11172","Nitrogen-containing","K01673",NA,NA,"EPC","Simazine","cynT","carbonic anhydrase","carbonic anhydrase"
"C11172","Chlorinated","K01673",NA,NA,"WFD","Simazine","cynT","carbonic anhydrase","carbonic anhydrase"
"C11172","Chlorinated","K01673",NA,NA,"EPC","Simazine","cynT","carbonic anhydrase","carbonic anhydrase"
"C19262","Nitrogen-containing","K01673",NA,NA,"IARC2B","4-Methylimidazole","cynT","carbonic anhydrase","carbonic anhydrase"
"C19262","Aliphatic","K01673",NA,NA,"IARC2B","4-Methylimidazole","cynT","carbonic anhydrase","carbonic anhydrase"
"C07041","Chlorinated","K01674",NA,NA,"IARC2B","Hydrochlorothiazide","cah","carbonic anhydrase","carbonic anhydrase"
"C07041","Sulfur-containing","K01674",NA,NA,"IARC2B","Hydrochlorothiazide","cah","carbonic anhydrase","carbonic anhydrase"
"C07041","Aromatic","K01674",NA,NA,"IARC2B","Hydrochlorothiazide","cah","carbonic anhydrase","carbonic anhydrase"
"C07041","Nitrogen-containing","K01674",NA,NA,"IARC2B","Hydrochlorothiazide","cah","carbonic anhydrase","carbonic anhydrase"
"C07460","Nitrogen-containing","K01674",NA,NA,"PSL","Chloraminophenamide","cah","carbonic anhydrase","carbonic anhydrase"
"C07460","Sulfur-containing","K01674",NA,NA,"PSL","Chloraminophenamide","cah","carbonic anhydrase","carbonic anhydrase"
"C07460","Aromatic","K01674",NA,NA,"PSL","Chloraminophenamide","cah","carbonic anhydrase","carbonic anhydrase"
"C07460","Chlorinated","K01674",NA,NA,"PSL","Chloraminophenamide","cah","carbonic anhydrase","carbonic anhydrase"
"C11172","Nitrogen-containing","K01674",NA,NA,"WFD","Simazine","cah","carbonic anhydrase","carbonic anhydrase"
"C11172","Nitrogen-containing","K01674",NA,NA,"EPC","Simazine","cah","carbonic anhydrase","carbonic anhydrase"
"C11172","Chlorinated","K01674",NA,NA,"WFD","Simazine","cah","carbonic anhydrase","carbonic anhydrase"
"C11172","Chlorinated","K01674",NA,NA,"EPC","Simazine","cah","carbonic anhydrase","carbonic anhydrase"
"C19262","Nitrogen-containing","K01674",NA,NA,"IARC2B","4-Methylimidazole","cah","carbonic anhydrase","carbonic anhydrase"
"C19262","Aliphatic","K01674",NA,NA,"IARC2B","4-Methylimidazole","cah","carbonic anhydrase","carbonic anhydrase"
"C07308","Inorganic","K01708",NA,NA,"IARC2B","Cacodylate","garD","galactarate dehydratase","dehydratase"
"C07308","Inorganic","K01708",NA,NA,"ATSDR","Cacodylate","garD","galactarate dehydratase","dehydratase"
"C07308","Metal","K01708",NA,NA,"IARC2B","Cacodylate","garD","galactarate dehydratase","dehydratase"
"C07308","Metal","K01708",NA,NA,"ATSDR","Cacodylate","garD","galactarate dehydratase","dehydratase"
"C01659","Aliphatic","K01721","4.2.1.84",NA,"IARC2A","Acrylamide","nthA","nitrile hydratase subunit alpha","hydratase"
"C01659","Aliphatic","K01721",NA,"R05379","IARC2A","Acrylamide","nthA","nitrile hydratase subunit alpha","hydratase"
"C01659","Nitrogen-containing","K01721","4.2.1.84",NA,"IARC2A","Acrylamide","nthA","nitrile hydratase subunit alpha","hydratase"
"C01659","Nitrogen-containing","K01721",NA,"R05379","IARC2A","Acrylamide","nthA","nitrile hydratase subunit alpha","hydratase"
"C01998","Aliphatic","K01721",NA,"R05379","ATSDR","Acrylonitrile","nthA","nitrile hydratase subunit alpha","hydratase"
"C01998","Aliphatic","K01721",NA,"R05379","IARC2B","Acrylonitrile","nthA","nitrile hydratase subunit alpha","hydratase"
"C01998","Aliphatic","K01721","4.2.1.84",NA,"IARC2B","Acrylonitrile","nthA","nitrile hydratase subunit alpha","hydratase"
"C01998","Aliphatic","K01721","4.2.1.84",NA,"EPA","Acrylonitrile","nthA","nitrile hydratase subunit alpha","hydratase"
"C01998","Aliphatic","K01721",NA,"R05379","PSL","Acrylonitrile","nthA","nitrile hydratase subunit alpha","hydratase"
"C01998","Aliphatic","K01721","4.2.1.84",NA,"PSL","Acrylonitrile","nthA","nitrile hydratase subunit alpha","hydratase"
"C01998","Aliphatic","K01721","4.2.1.84",NA,"ATSDR","Acrylonitrile","nthA","nitrile hydratase subunit alpha","hydratase"
"C01998","Aliphatic","K01721",NA,"R05379","EPA","Acrylonitrile","nthA","nitrile hydratase subunit alpha","hydratase"
"C01998","Nitrogen-containing","K01721",NA,"R05379","ATSDR","Acrylonitrile","nthA","nitrile hydratase subunit alpha","hydratase"
"C01998","Nitrogen-containing","K01721",NA,"R05379","IARC2B","Acrylonitrile","nthA","nitrile hydratase subunit alpha","hydratase"
"C01998","Nitrogen-containing","K01721","4.2.1.84",NA,"IARC2B","Acrylonitrile","nthA","nitrile hydratase subunit alpha","hydratase"
"C01998","Nitrogen-containing","K01721","4.2.1.84",NA,"EPA","Acrylonitrile","nthA","nitrile hydratase subunit alpha","hydratase"
"C01998","Nitrogen-containing","K01721",NA,"R05379","PSL","Acrylonitrile","nthA","nitrile hydratase subunit alpha","hydratase"
"C01998","Nitrogen-containing","K01721","4.2.1.84",NA,"PSL","Acrylonitrile","nthA","nitrile hydratase subunit alpha","hydratase"
"C01998","Nitrogen-containing","K01721","4.2.1.84",NA,"ATSDR","Acrylonitrile","nthA","nitrile hydratase subunit alpha","hydratase"
"C01998","Nitrogen-containing","K01721",NA,"R05379","EPA","Acrylonitrile","nthA","nitrile hydratase subunit alpha","hydratase"
"C19302","Nitrogen-containing","K01721",NA,NA,"IARC2B","Thioacetamide","nthA","nitrile hydratase subunit alpha","hydratase"
"C19302","Sulfur-containing","K01721",NA,NA,"IARC2B","Thioacetamide","nthA","nitrile hydratase subunit alpha","hydratase"
"C19302","Aliphatic","K01721",NA,NA,"IARC2B","Thioacetamide","nthA","nitrile hydratase subunit alpha","hydratase"
"C00014","Nitrogen-containing","K01725","4.2.1.104",NA,"ATSDR","Ammonia","cynS","cyanate lyase","lyase"
"C00014","Nitrogen-containing","K01725",NA,"R10079","ATSDR","Ammonia","cynS","cyanate lyase","lyase"
"C00014","Nitrogen-containing","K01725","4.2.1.104",NA,"PSL","Ammonia","cynS","cyanate lyase","lyase"
"C00014","Nitrogen-containing","K01725",NA,"R10079","PSL","Ammonia","cynS","cyanate lyase","lyase"
"C11146","Chlorinated","K01729",NA,NA,"WFD","Methylmercury chloride","algL","poly(beta-D-mannuronate) lyase","lyase"
"C11146","Chlorinated","K01729",NA,NA,"EPC","Methylmercury chloride","algL","poly(beta-D-mannuronate) lyase","lyase"
"C11146","Chlorinated","K01729",NA,NA,"IARC2B","Methylmercury chloride","algL","poly(beta-D-mannuronate) lyase","lyase"
"C11146","Organometallic","K01729",NA,NA,"WFD","Methylmercury chloride","algL","poly(beta-D-mannuronate) lyase","lyase"
"C11146","Organometallic","K01729",NA,NA,"EPC","Methylmercury chloride","algL","poly(beta-D-mannuronate) lyase","lyase"
"C11146","Organometallic","K01729",NA,NA,"IARC2B","Methylmercury chloride","algL","poly(beta-D-mannuronate) lyase","lyase"
"C06681","Nitrogen-containing","K01732",NA,NA,"IARC2B","Mitomycin","E4.2.2.10","pectin lyase","lyase"
"C06681","Polyaromatic","K01732",NA,NA,"IARC2B","Mitomycin","E4.2.2.10","pectin lyase","lyase"
"C00084","Aliphatic","K01737","4.1.2.50",NA,"IARC1","Acetaldehyde","queD","6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase","synthase"
"C00084","Aliphatic","K01737",NA,"R09959","PSL","Acetaldehyde","queD","6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase","synthase"
"C00084","Aliphatic","K01737",NA,"R09959","IARC1","Acetaldehyde","queD","6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase","synthase"
"C00084","Aliphatic","K01737",NA,"R09959","IARC2B","Acetaldehyde","queD","6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase","synthase"
"C00084","Aliphatic","K01737","4.1.2.50",NA,"PSL","Acetaldehyde","queD","6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase","synthase"
"C00084","Aliphatic","K01737","4.1.2.50",NA,"IARC2B","Acetaldehyde","queD","6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase","synthase"
"C00014","Nitrogen-containing","K01739","2.5.1.48",NA,"ATSDR","Ammonia","metB","cystathionine gamma-synthase","synthase"
"C00014","Nitrogen-containing","K01739",NA,"R00999","ATSDR","Ammonia","metB","cystathionine gamma-synthase","synthase"
"C00014","Nitrogen-containing","K01739","2.5.1.48",NA,"PSL","Ammonia","metB","cystathionine gamma-synthase","synthase"
"C00014","Nitrogen-containing","K01739",NA,"R00999","PSL","Ammonia","metB","cystathionine gamma-synthase","synthase"
"C07041","Chlorinated","K01743",NA,NA,"IARC2B","Hydrochlorothiazide","E4.2.1.1","carbonic anhydrase","carbonic anhydrase"
"C07041","Sulfur-containing","K01743",NA,NA,"IARC2B","Hydrochlorothiazide","E4.2.1.1","carbonic anhydrase","carbonic anhydrase"
"C07041","Aromatic","K01743",NA,NA,"IARC2B","Hydrochlorothiazide","E4.2.1.1","carbonic anhydrase","carbonic anhydrase"
"C07041","Nitrogen-containing","K01743",NA,NA,"IARC2B","Hydrochlorothiazide","E4.2.1.1","carbonic anhydrase","carbonic anhydrase"
"C07460","Nitrogen-containing","K01743",NA,NA,"PSL","Chloraminophenamide","E4.2.1.1","carbonic anhydrase","carbonic anhydrase"
"C07460","Sulfur-containing","K01743",NA,NA,"PSL","Chloraminophenamide","E4.2.1.1","carbonic anhydrase","carbonic anhydrase"
"C07460","Aromatic","K01743",NA,NA,"PSL","Chloraminophenamide","E4.2.1.1","carbonic anhydrase","carbonic anhydrase"
"C07460","Chlorinated","K01743",NA,NA,"PSL","Chloraminophenamide","E4.2.1.1","carbonic anhydrase","carbonic anhydrase"
"C11172","Nitrogen-containing","K01743",NA,NA,"EPC","Simazine","E4.2.1.1","carbonic anhydrase","carbonic anhydrase"
"C11172","Nitrogen-containing","K01743",NA,NA,"WFD","Simazine","E4.2.1.1","carbonic anhydrase","carbonic anhydrase"
"C11172","Chlorinated","K01743",NA,NA,"EPC","Simazine","E4.2.1.1","carbonic anhydrase","carbonic anhydrase"
"C11172","Chlorinated","K01743",NA,NA,"WFD","Simazine","E4.2.1.1","carbonic anhydrase","carbonic anhydrase"
"C00014","Nitrogen-containing","K01744",NA,"R00490","ATSDR","Ammonia","aspA","aspartate ammonia-lyase","ammonia-lyase"
"C00014","Nitrogen-containing","K01744","4.3.1.1",NA,"ATSDR","Ammonia","aspA","aspartate ammonia-lyase","ammonia-lyase"
"C00014","Nitrogen-containing","K01744","4.3.1.1",NA,"PSL","Ammonia","aspA","aspartate ammonia-lyase","ammonia-lyase"
"C00014","Nitrogen-containing","K01744",NA,"R00490","PSL","Ammonia","aspA","aspartate ammonia-lyase","ammonia-lyase"
"C00014","Nitrogen-containing","K01745",NA,"R01168","ATSDR","Ammonia","hutH","histidine ammonia-lyase","ammonia-lyase"
"C00014","Nitrogen-containing","K01745","4.3.1.3",NA,"ATSDR","Ammonia","hutH","histidine ammonia-lyase","ammonia-lyase"
"C00014","Nitrogen-containing","K01745","4.3.1.3",NA,"PSL","Ammonia","hutH","histidine ammonia-lyase","ammonia-lyase"
"C00014","Nitrogen-containing","K01745",NA,"R01168","PSL","Ammonia","hutH","histidine ammonia-lyase","ammonia-lyase"
"C19275","Nitrogen-containing","K01745",NA,NA,"IARC2B","Nitromethane","hutH","histidine ammonia-lyase","ammonia-lyase"
"C19275","Inorganic","K01745",NA,NA,"IARC2B","Nitromethane","hutH","histidine ammonia-lyase","ammonia-lyase"
"C00014","Nitrogen-containing","K01746","4.3.1.4",NA,"ATSDR","Ammonia","E4.3.1.4","formiminotetrahydrofolate cyclodeaminase","cyclodeaminase"
"C00014","Nitrogen-containing","K01746",NA,"R02302","ATSDR","Ammonia","E4.3.1.4","formiminotetrahydrofolate cyclodeaminase","cyclodeaminase"
"C00014","Nitrogen-containing","K01746","4.3.1.4",NA,"PSL","Ammonia","E4.3.1.4","formiminotetrahydrofolate cyclodeaminase","cyclodeaminase"
"C00014","Nitrogen-containing","K01746",NA,"R02302","PSL","Ammonia","E4.3.1.4","formiminotetrahydrofolate cyclodeaminase","cyclodeaminase"
"C00014","Nitrogen-containing","K01749","2.5.1.61",NA,"ATSDR","Ammonia","hemC","hydroxymethylbilane synthase","synthase"
"C00014","Nitrogen-containing","K01749","2.5.1.61",NA,"PSL","Ammonia","hemC","hydroxymethylbilane synthase","synthase"
"C00014","Nitrogen-containing","K01749",NA,"R00084","PSL","Ammonia","hemC","hydroxymethylbilane synthase","synthase"
"C00014","Nitrogen-containing","K01749",NA,"R00084","ATSDR","Ammonia","hemC","hydroxymethylbilane synthase","synthase"
"C15234","Metal","K01749",NA,NA,"EPC","Lead nitrate","hemC","hydroxymethylbilane synthase","synthase"
"C15234","Metal","K01749",NA,NA,"WFD","Lead nitrate","hemC","hydroxymethylbilane synthase","synthase"
"C15234","Nitrogen-containing","K01749",NA,NA,"EPC","Lead nitrate","hemC","hydroxymethylbilane synthase","synthase"
"C15234","Nitrogen-containing","K01749",NA,NA,"WFD","Lead nitrate","hemC","hydroxymethylbilane synthase","synthase"
"C15234","Inorganic","K01749",NA,NA,"EPC","Lead nitrate","hemC","hydroxymethylbilane synthase","synthase"
"C15234","Inorganic","K01749",NA,NA,"WFD","Lead nitrate","hemC","hydroxymethylbilane synthase","synthase"
"C00014","Nitrogen-containing","K01750","4.3.1.12",NA,"ATSDR","Ammonia","ocd","ornithine cyclodeaminase","cyclodeaminase"
"C00014","Nitrogen-containing","K01750","4.3.1.12",NA,"PSL","Ammonia","ocd","ornithine cyclodeaminase","cyclodeaminase"
"C00014","Nitrogen-containing","K01750",NA,"R00671","PSL","Ammonia","ocd","ornithine cyclodeaminase","cyclodeaminase"
"C00014","Nitrogen-containing","K01750",NA,"R00671","ATSDR","Ammonia","ocd","ornithine cyclodeaminase","cyclodeaminase"
"C00014","Nitrogen-containing","K01751","4.3.1.15",NA,"ATSDR","Ammonia","E4.3.1.15","diaminopropionate ammonia-lyase","ammonia-lyase"
"C00014","Nitrogen-containing","K01751","4.3.1.15",NA,"PSL","Ammonia","E4.3.1.15","diaminopropionate ammonia-lyase","ammonia-lyase"
"C00014","Nitrogen-containing","K01752","4.3.1.17",NA,"ATSDR","Ammonia","E4.3.1.17","L-serine dehydratase","dehydratase"
"C00014","Nitrogen-containing","K01752",NA,"R00220","ATSDR","Ammonia","E4.3.1.17","L-serine dehydratase","dehydratase"
"C00014","Nitrogen-containing","K01752","4.3.1.17",NA,"PSL","Ammonia","E4.3.1.17","L-serine dehydratase","dehydratase"
"C00014","Nitrogen-containing","K01752",NA,"R00220","PSL","Ammonia","E4.3.1.17","L-serine dehydratase","dehydratase"
"C00014","Nitrogen-containing","K01753","4.3.1.18",NA,"ATSDR","Ammonia","dsdA","D-serine dehydratase","dehydratase"
"C00014","Nitrogen-containing","K01753",NA,"R00221","ATSDR","Ammonia","dsdA","D-serine dehydratase","dehydratase"
"C00014","Nitrogen-containing","K01753","4.3.1.18",NA,"PSL","Ammonia","dsdA","D-serine dehydratase","dehydratase"
"C00014","Nitrogen-containing","K01753",NA,"R00221","PSL","Ammonia","dsdA","D-serine dehydratase","dehydratase"
"C00014","Nitrogen-containing","K01754","4.3.1.19",NA,"ATSDR","Ammonia","E4.3.1.19","threonine dehydratase","dehydratase"
"C00014","Nitrogen-containing","K01754",NA,"R00220","ATSDR","Ammonia","E4.3.1.19","threonine dehydratase","dehydratase"
"C00014","Nitrogen-containing","K01754",NA,"R00996","ATSDR","Ammonia","E4.3.1.19","threonine dehydratase","dehydratase"
"C00014","Nitrogen-containing","K01754","4.3.1.19",NA,"PSL","Ammonia","E4.3.1.19","threonine dehydratase","dehydratase"
"C00014","Nitrogen-containing","K01754",NA,"R00220","PSL","Ammonia","E4.3.1.19","threonine dehydratase","dehydratase"
"C00014","Nitrogen-containing","K01754",NA,"R00996","PSL","Ammonia","E4.3.1.19","threonine dehydratase","dehydratase"
"C00014","Nitrogen-containing","K01758","4.4.1.1",NA,"ATSDR","Ammonia","CTH","cystathionine gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01758",NA,"R00782","ATSDR","Ammonia","CTH","cystathionine gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01758",NA,"R01001","ATSDR","Ammonia","CTH","cystathionine gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01758",NA,"R02408","ATSDR","Ammonia","CTH","cystathionine gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01758",NA,"R04770","ATSDR","Ammonia","CTH","cystathionine gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01758",NA,"R04930","ATSDR","Ammonia","CTH","cystathionine gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01758",NA,"R09366","ATSDR","Ammonia","CTH","cystathionine gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01758","4.4.1.1",NA,"PSL","Ammonia","CTH","cystathionine gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01758",NA,"R02408","PSL","Ammonia","CTH","cystathionine gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01758",NA,"R04770","PSL","Ammonia","CTH","cystathionine gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01758",NA,"R04930","PSL","Ammonia","CTH","cystathionine gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01758",NA,"R09366","PSL","Ammonia","CTH","cystathionine gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01758",NA,"R00782","PSL","Ammonia","CTH","cystathionine gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01758",NA,"R01001","PSL","Ammonia","CTH","cystathionine gamma-lyase","lyase"
"C07313","Aliphatic","K01758",NA,NA,"IARC2B","Streptozocin","CTH","cystathionine gamma-lyase","lyase"
"C07313","Nitrogen-containing","K01758",NA,NA,"IARC2B","Streptozocin","CTH","cystathionine gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01760","4.4.1.13",NA,"ATSDR","Ammonia","metC","cysteine-S-conjugate beta-lyase","lyase"
"C00014","Nitrogen-containing","K01760",NA,"R00782","ATSDR","Ammonia","metC","cysteine-S-conjugate beta-lyase","lyase"
"C00014","Nitrogen-containing","K01760",NA,"R01286","ATSDR","Ammonia","metC","cysteine-S-conjugate beta-lyase","lyase"
"C00014","Nitrogen-containing","K01760",NA,"R02408","ATSDR","Ammonia","metC","cysteine-S-conjugate beta-lyase","lyase"
"C00014","Nitrogen-containing","K01760",NA,"R04941","ATSDR","Ammonia","metC","cysteine-S-conjugate beta-lyase","lyase"
"C00014","Nitrogen-containing","K01760",NA,"R12188","ATSDR","Ammonia","metC","cysteine-S-conjugate beta-lyase","lyase"
"C00014","Nitrogen-containing","K01760","4.4.1.13",NA,"PSL","Ammonia","metC","cysteine-S-conjugate beta-lyase","lyase"
"C00014","Nitrogen-containing","K01760",NA,"R00782","PSL","Ammonia","metC","cysteine-S-conjugate beta-lyase","lyase"
"C00014","Nitrogen-containing","K01760",NA,"R01286","PSL","Ammonia","metC","cysteine-S-conjugate beta-lyase","lyase"
"C00014","Nitrogen-containing","K01760",NA,"R02408","PSL","Ammonia","metC","cysteine-S-conjugate beta-lyase","lyase"
"C00014","Nitrogen-containing","K01760",NA,"R04941","PSL","Ammonia","metC","cysteine-S-conjugate beta-lyase","lyase"
"C00014","Nitrogen-containing","K01760",NA,"R12188","PSL","Ammonia","metC","cysteine-S-conjugate beta-lyase","lyase"
"C00014","Nitrogen-containing","K01761","4.4.1.11",NA,"ATSDR","Ammonia","E4.4.1.11","methionine-gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01761",NA,"R00654","ATSDR","Ammonia","E4.4.1.11","methionine-gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01761",NA,"R04770","ATSDR","Ammonia","E4.4.1.11","methionine-gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01761","4.4.1.11",NA,"PSL","Ammonia","E4.4.1.11","methionine-gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01761",NA,"R00654","PSL","Ammonia","E4.4.1.11","methionine-gamma-lyase","lyase"
"C00014","Nitrogen-containing","K01761",NA,"R04770","PSL","Ammonia","E4.4.1.11","methionine-gamma-lyase","lyase"
"C15224","Organometallic","K01768",NA,NA,"WFD","Tributyltin chloride","E4.6.1.1","adenylate cyclase","cyclase"
"C15224","Organometallic","K01768",NA,NA,"EPC","Tributyltin chloride","E4.6.1.1","adenylate cyclase","cyclase"
"C15224","Metal","K01768",NA,NA,"WFD","Tributyltin chloride","E4.6.1.1","adenylate cyclase","cyclase"
